Random Unique Identifier,Admissions Decision,MCAT,GPA_Overall_Sci,Overall GPA,GPA_Grad_Total,Casper Score,Gender/Sex,Race/Ethnicity
3522,Rejected without Interview,503,3.7,3.63,3.77,0.33,Male,White/Caucasian
3647,Withdrew Application Before Interview,516,3.54,3.63,0,0.28,Male,Hispanic
3865,Rejected without Interview,505,3.45,3.63,3.39,-0.95,Female,Hispanic
4052,Rejected without Interview,509,3.45,3.63,,0.84,Female,White/Caucasian
4088,Rejected without Interview,498,3.51,3.63,,0.83,Male,Asian
4172,Rejected without Interview,498,3.62,3.63,3.2,-1.84,Male,Hispanic
4321,Rejected without Interview,513,3.51,3.63,3.64,-0.25,Male,Asian
4375,Offered Admissions-Matriculated,506,3.58,3.63,4,-1.2,Male,African American
4467,Rejected without Interview,508,3.48,3.63,,-0.02,Male,Asian
4559,Rejected without Interview,497,3.29,3.63,,-1.53,Male,White/Caucasian
4708,Rejected without Interview,499,3.5,3.63,3.73,0.49,Male,White/Caucasian
4712,Withdrew Application Before Interview,,3.34,3.63,,,Female,White/Caucasian
5101,Alternate Pool/Waitlist,503,3.43,3.63,,-0.35,Female,Asian
5213,Rejected without Interview,486,3.58,3.63,,-1.27,Female,Hispanic
5372,Rejected without Interview,515,3.6,3.63,,0.68,Male,Asian
5529,Rejected without Interview,505,3.62,3.63,,-0.23,Male,Hispanic
5593,Rejected without Interview,501,3.88,3.63,,-1.13,Male,Asian
5598,Rejected without Interview,517,3.59,3.63,,0.36,Male,Asian
5611,Rejected without Interview,480,3.45,3.63,4,,Female,Asian
5632,Rejected without Interview,488,3.49,3.63,,-0.58,Female,African American
5796,Offered Admissions-Matriculated,510,3.4,3.63,3.91,0.59,Female,White/Caucasian
5812,Rejected without Interview,508,3.48,3.63,3.06,,Female,Asian
5920,Rejected without Interview,505,3.46,3.63,,-1.88,Female,African American
5940,Rejected without Interview,512,3.6,3.63,,,Male,Asian
5980,Rejected without Interview,504,3.5,3.63,,-1,Female,Hispanic
6099,Rejected without Interview,516,3.28,3.63,3.82,,Male,Asian
51,Rejected without Interview,491,3.58,3.62,,-2.62,Male,African American
172,Alternate Pool/Waitlist,503,3.34,3.62,,1.04,Female,White/Caucasian
319,Rejected without Interview,501,3.4,3.62,,0.1,Female,Asian
342,Withdrew Application After Interview,509,3.58,3.62,,0.11,Male,Hispanic
363,Withdrew Application Before Interview,506,3.64,3.62,3.67,,Male,Asian
442,Rejected without Interview,517,3.26,3.62,,0.27,Male,Asian
487,Alternate Pool/Waitlist,511,3.35,3.62,,-0.27,Male,Hispanic
510,Rejected without Interview,514,3.31,3.62,,0.2,Female,White/Caucasian
513,Rejected without Interview,515,3.56,3.62,,-0.99,Male,White/Caucasian
750,Rejected without Interview,506,3.35,3.62,,1.41,Female,Multiple
757,Rejected without Interview,498,3.5,3.62,4,-0.88,Male,Asian
895,Withdrew Application After Interview,507,3.48,3.62,,1.45,Male,Asian
941,Offered Admissions-Matriculated,506,3.52,3.62,,0.05,Female,Hispanic
1122,Rejected without Interview,500,3.55,3.62,,-1.22,Male,White/Caucasian
1123,Rejected without Interview,505,3.4,3.62,,-0.15,Male,Unreported
1156,Rejected without Interview,496,3.34,3.62,,-0.84,Female,Hispanic
1194,Rejected without Interview,507,3.49,3.62,,-0.15,Male,White/Caucasian
1225,Rejected without Interview,515,3.41,3.62,,0.04,Male,White/Caucasian
1367,Alternate Pool/Waitlist,511,3.54,3.62,,-0.15,Male,White/Caucasian
1762,Rejected without Interview,500,3.33,3.62,,-0.43,Female,Hispanic
1818,Offered Admissions-Matriculated,519,3.4,3.62,3.7,1.16,Male,White/Caucasian
1975,Rejected without Interview,511,3.52,3.62,,,Male,Asian
2107,Rejected without Interview,,3.56,3.62,,0.7,Male,Asian
2126,Rejected without Interview,505,3.58,3.62,,1.03,Male,Asian
2202,Alternate Pool/Waitlist,514,3.49,3.62,,0.42,Female,Asian
2268,Rejected without Interview,507,3.59,3.62,,-0.74,Male,Hispanic
2299,Rejected without Interview,507,3.49,3.62,,0.18,Female,Asian
2370,Rejected without Interview,494,3.49,3.62,4,-0.37,Female,Asian
2424,Rejected without Interview,494,3.54,3.62,,0.02,Female,Asian
2465,Rejected without Interview,501,3.58,3.62,,-1.81,Female,African American
2541,Rejected without Interview,510,3.59,3.62,,-0.99,Male,Asian
2630,Rejected without Interview,503,3.41,3.62,4,-0.81,Female,Hispanic
2844,Rejected without Interview,507,3.49,3.62,,-0.25,Female,Unreported
3144,Rejected without Interview,508,3.44,3.62,,0.37,Male,White/Caucasian
3160,Rejected without Interview,490,3.59,3.62,,-0.6,Female,Asian
3295,Rejected without Interview,492,3.38,3.62,,-0.4,Male,Asian
3398,Rejected without Interview,493,3.33,3.62,,-1.54,Female,African American
3401,Rejected without Interview,505,3.27,3.62,,,Male,White/Caucasian
3406,Withdrew Application Before Interview,514,3.67,3.62,,-0.89,Female,African American
3512,Rejected without Interview,506,3.43,3.62,,-0.43,Female,African American
3539,Rejected without Interview,495,3.47,3.62,,-1.27,Male,Hispanic
3614,Rejected without Interview,496,3.22,3.62,4,,Male,Asian
3654,Rejected without Interview,505,3.33,3.62,,-0.02,Female,White/Caucasian
3686,Rejected without Interview,506,3.59,3.62,3.5,0.51,Male,White/Caucasian
3730,Rejected without Interview,483,3.22,3.62,4,0.96,Female,White/Caucasian
3748,Rejected without Interview,499,3.52,3.62,,0.24,Male,White/Caucasian
3801,Rejected without Interview,511,3.49,3.62,,1.18,Female,White/Caucasian
3941,Declined Admissions Offer,513,3.4,3.62,,-0.94,Male,Hispanic
3954,Rejected without Interview,518,3.53,3.62,,0.28,Male,Asian
3974,Rejected without Interview,501,3.44,3.62,,,Female,Asian
3976,Rejected without Interview,500,3.43,3.62,3.53,-0.91,Female,White/Caucasian
4049,Rejected without Interview,508,3.59,3.62,3.91,-1.28,Male,Asian
4100,Rejected without Interview,,3.85,3.62,,0.12,Male,Multiple
4154,Rejected without Interview,495,3.36,3.62,,,Female,White/Caucasian
4184,Rejected without Interview,503,3.57,3.62,,0.61,Male,White/Caucasian
4188,Offered Admissions-Matriculated,511,3.34,3.62,,2.04,Female,African American
4355,Rejected without Interview,505,3.49,3.62,,-1.13,Male,Hispanic
4519,Rejected without Interview,510,3.49,3.62,4,1.21,Female,White/Caucasian
4577,Rejected without Interview,512,3.2,3.62,,0.52,Male,White/Caucasian
4723,Rejected without Interview,510,3.44,3.62,3.51,0.47,Male,Hispanic
4867,Rejected without Interview,505,3.62,3.62,,1.29,Female,White/Caucasian
4872,Withdrew Application After Interview,510,3.37,3.62,,0.58,Female,Asian
4919,Rejected without Interview,,3.64,3.62,,,Male,Hispanic
5091,Rejected without Interview,506,3.54,3.62,3.77,0.19,Female,African American
5093,Rejected without Interview,522,3.53,3.62,,0.17,Male,White/Caucasian
5199,Rejected without Interview,505,3.53,3.62,,,Male,Hispanic
5297,Rejected without Interview,503,3.42,3.62,,-1.41,Female,African American
5548,Withdrew Application After Interview,522,3.6,3.62,,-0.31,Male,African American
5560,Rejected without Interview,,3.34,3.62,,-0.71,Male,Asian
5617,Rejected without Interview,498,3.47,3.62,3.83,-1.28,Male,White/Caucasian
5838,Alternate Pool/Waitlist,508,3.51,3.62,,0.52,Male,Hispanic
5921,Rejected without Interview,,3.51,3.62,,,Female,White/Caucasian
5925,Rejected without Interview,497,3.3,3.62,,,Female,African American
5976,Rejected without Interview,515,3.44,3.62,,1.32,Male,White/Caucasian
5981,Rejected without Interview,510,3.56,3.62,3.92,,Male,White/Caucasian
6002,Rejected without Interview,,3.54,3.62,,-0.49,Female,White/Caucasian
6093,Rejected without Interview,504,3.41,3.62,,-0.46,Female,White/Caucasian
6181,Rejected without Interview,508,3.53,3.62,2.33,,Male,African American
283,Rejected without Interview,,3.49,3.61,,-0.05,Male,Multiple
324,Alternate Pool/Waitlist,503,3.42,3.61,4,-0.99,Male,Hispanic
743,Declined Admissions Offer,523,3.58,3.61,,1.7,Male,Asian
877,Rejected without Interview,510,3.63,3.61,,-0.7,Male,White/Caucasian
943,Rejected without Interview,500,3.38,3.61,,-0.83,Male,Hispanic
1002,Declined Admissions Offer,513,3.35,3.61,,0.61,Female,African American
1022,Rejected without Interview,513,3.31,3.61,,-1.32,Male,White/Caucasian
1030,Rejected without Interview,505,3.42,3.61,,-0.48,Female,Multiple
1040,Rejected without Interview,506,3.45,3.61,,,Female,White/Caucasian
1087,Rejected without Interview,500,3.37,3.61,,1.29,Female,White/Caucasian
1230,Rejected without Interview,511,3.49,3.61,,-0.75,Female,Asian
1447,Rejected without Interview,506,3.66,3.61,,1.33,Female,White/Caucasian
1520,Rejected without Interview,510,3.45,3.61,,-0.83,Male,Asian
1629,Rejected without Interview,509,3.33,3.61,,0.28,Female,Hispanic
1703,Rejected without Interview,512,3.49,3.61,,1.02,Male,White/Caucasian
1821,Rejected without Interview,503,3,3.61,4,-0.14,Female,Asian
1869,Rejected without Interview,505,3.46,3.61,4,0.02,Female,Asian
1962,Rejected without Interview,509,3.45,3.61,,-0.27,Female,Asian
2065,Rejected without Interview,,3.75,3.61,,-0.64,Female,African American
2163,Rejected without Interview,497,3.37,3.61,3.86,-0.6,Female,White/Caucasian
2305,Rejected without Interview,513,3.54,3.61,,1.57,Male,Asian
2397,Offered Admissions-Matriculated,504,3.25,3.61,3.88,-0.1,Female,Hispanic
2455,Rejected without Interview,504,3.44,3.61,3.13,0.45,Female,Asian
2882,Alternate Pool/Waitlist,506,3.66,3.61,,0.33,Male,Hispanic
2919,Rejected without Interview,492,3.28,3.61,4,-1.58,Female,Hispanic
3255,Rejected without Interview,510,3.55,3.61,,-0.07,Female,Asian
3317,Rejected without Interview,482,3.35,3.61,,-1.09,Female,Hispanic
3323,Rejected without Interview,511,3.5,3.61,3.93,-0.35,Male,Multiple
3463,Rejected without Interview,503,3.6,3.61,,0.41,Male,White/Caucasian
3892,Rejected without Interview,495,3.22,3.61,,,Female,Asian
4012,Declined Admissions Offer,518,3.42,3.61,,-0.21,Female,Hispanic
4147,Rejected without Interview,510,3.62,3.61,,1.17,Male,Multiple
4183,Rejected without Interview,510,3.24,3.61,4,1.47,Male,Asian
4275,Rejected without Interview,500,3.36,3.61,,-1.69,Male,Hispanic
4304,Rejected without Interview,512,3.61,3.61,,-0.94,Male,Hispanic
4343,Rejected without Interview,513,3.46,3.61,,-0.23,Female,White/Caucasian
4387,Rejected without Interview,499,3.38,3.61,3.91,-0.24,Female,African American
4407,Rejected without Interview,505,3.44,3.61,3.85,0.75,Male,White/Caucasian
4481,Rejected without Interview,,3.45,3.61,,1.45,Female,Asian
4494,Rejected without Interview,507,3.38,3.61,,1.52,Female,Unreported
4508,Rejected without Interview,,3.57,3.61,,-0.16,Female,Hispanic
4574,Rejected without Interview,514,3.63,3.61,3.21,-0.15,Male,Asian
4673,Rejected without Interview,504,3.47,3.61,,1.01,Female,Unreported
4738,Rejected without Interview,506,3.42,3.61,,-0.4,Male,Asian
4987,Rejected without Interview,504,3.56,3.61,3.6,0.93,Male,Hispanic
4994,Rejected without Interview,,3.42,3.61,,,Female,African American
5106,Withdrew Application After Interview,516,3.45,3.61,,0.87,Female,Hispanic
5126,Rejected without Interview,508,3.54,3.61,,-0.72,Male,African American
5255,Rejected without Interview,504,3.61,3.61,,-0.54,Female,White/Caucasian
5366,Rejected without Interview,513,3.43,3.61,,,Male,Asian
5474,Rejected without Interview,497,3.72,3.61,2,-0.83,Female,White/Caucasian
5523,Rejected without Interview,493,3,3.61,3.95,0.67,Male,Asian
5659,Offered Admissions-Matriculated,511,3.58,3.61,4,1.84,Female,Multiple
5667,Rejected without Interview,512,3.75,3.61,,0.06,Male,White/Caucasian
5853,Rejected without Interview,504,3.68,3.61,,,Female,Hispanic
6030,Rejected without Interview,503,3.65,3.61,3.46,,Female,Asian
6194,Rejected without Interview,,3.7,3.61,,0.91,Male,White/Caucasian
56,Offered Admissions-Matriculated,510,3.53,3.6,,-0.23,Female,African American
84,Rejected without Interview,515,3.52,3.6,,0.61,Male,White/Caucasian
230,Rejected without Interview,512,3.49,3.6,,-0.85,Male,Asian
244,Rejected without Interview,506,3.42,3.6,,-0.07,Female,Hispanic
504,Rejected without Interview,501,3.5,3.6,,0.05,Male,Unreported
655,Alternate Pool/Waitlist,505,3.38,3.6,,0.21,Female,Hispanic
714,Withdrew Application Before Interview,506,3.44,3.6,3.88,,Female,White/Caucasian
890,Rejected without Interview,501,3.55,3.6,,-1.56,Female,Unreported
1245,Withdrew Application Before Interview,517,3.42,3.6,3.72,,Female,Asian
1353,Withdrew Application After Interview,515,3.36,3.6,,-0.48,Female,White/Caucasian
1378,Rejected without Interview,498,3.32,3.6,,-1.53,Female,White/Caucasian
1577,Rejected without Interview,501,3.41,3.6,,-0.05,Male,Asian
1600,Rejected without Interview,514,3.46,3.6,,-0.64,Male,White/Caucasian
1724,Withdrew Application Before Interview,488,3.5,3.6,,,Female,Hispanic
1731,Rejected without Interview,506,3.28,3.6,,-1.17,Female,White/Caucasian
1735,Rejected without Interview,506,3.29,3.6,,0.66,Male,White/Caucasian
1739,Rejected without Interview,511,3.35,3.6,3.89,0.78,Female,Asian
2034,Rejected without Interview,510,3.45,3.6,,-1.54,Male,White/Caucasian
2072,Declined Admissions Offer,508,3.29,3.6,,0.41,Female,Unreported
2211,Rejected without Interview,507,3.41,3.6,,0.09,Female,White/Caucasian
2235,Rejected without Interview,509,3.45,3.6,3.88,-0.67,Male,Asian
2387,Rejected without Interview,498,3.32,3.6,,-1.96,Female,Hispanic
2612,Rejected without Interview,513,3.54,3.6,3.39,-0.88,Male,Asian
2655,Rejected without Interview,496,3.62,3.6,,0.87,Male,Multiple
2662,Rejected without Interview,496,3.55,3.6,3.65,-2.13,Female,Asian
2689,Rejected without Interview,,3.51,3.6,,0.25,Female,Asian
2729,Rejected without Interview,514,3.75,3.6,,0.02,Male,Asian
2843,Rejected without Interview,504,3.4,3.6,3.57,-1.55,Female,African American
2870,Declined Admissions Offer,513,3.49,3.6,3.72,-0.4,Male,White/Caucasian
2955,Rejected without Interview,518,3.47,3.6,,0.44,Male,Asian
3012,Rejected without Interview,507,3.32,3.6,4,-1.1,Male,White/Caucasian
3180,Rejected without Interview,501,3.38,3.6,,-0.05,Female,White/Caucasian
3364,Rejected without Interview,513,3.55,3.6,,,Female,White/Caucasian
3457,Rejected without Interview,495,3.64,3.6,,,Male,White/Caucasian
3534,Rejected without Interview,509,3.45,3.6,,0.13,Male,African American
3583,Rejected without Interview,508,3.18,3.6,,0.64,Male,White/Caucasian
3651,Rejected without Interview,,3.59,3.6,,-0.81,Male,White/Caucasian
3671,Rejected without Interview,507,3.27,3.6,,1.02,Female,Asian
3700,Alternate Pool/Waitlist,508,3.51,3.6,3.53,0.09,Female,Asian
3937,Rejected without Interview,500,3.34,3.6,,,Female,Hispanic
3964,Rejected without Interview,518,3.45,3.6,3.83,-1.01,Male,White/Caucasian
3977,Offered Admissions-Matriculated,519,3.64,3.6,,1.08,Female,Asian
4165,Rejected without Interview,,3.43,3.6,,,Male,Asian
4169,Rejected without Interview,,3.27,3.6,,,Male,African American
4326,Rejected without Interview,491,3.34,3.6,,-1.13,Female,Asian
4464,Rejected without Interview,504,3.27,3.6,,2,Female,Asian
4527,Rejected without Interview,510,3.51,3.6,,-0.02,Male,Hispanic
4602,Withdrew Application Before Interview,486,3.36,3.6,4,0.54,Female,Asian
4612,Rejected without Interview,518,3.54,3.6,,0.93,Female,White/Caucasian
4710,Rejected without Interview,503,3.52,3.6,,-2.38,Female,African American
4773,Rejected without Interview,,3.33,3.6,,1.84,Male,Asian
4840,Rejected without Interview,510,3.73,3.6,3.51,1.89,Female,Asian
4852,Offered Admissions-Matriculated,507,3.32,3.6,4,2.2,Female,Asian
4897,Rejected without Interview,503,3.34,3.6,,,Female,White/Caucasian
4900,Rejected without Interview,490,3.47,3.6,,-0.83,Male,Hispanic
4957,Rejected without Interview,513,3.47,3.6,,1.11,Female,Asian
4992,Rejected without Interview,495,3.5,3.6,,-1.66,Male,Asian
5133,Rejected without Interview,511,3.35,3.6,,0.27,Female,Unreported
5171,Rejected without Interview,499,3.34,3.6,,-0.61,Male,White/Caucasian
5348,Rejected without Interview,491,3.48,3.6,3.69,-0.68,Female,African American
5661,Rejected without Interview,506,3.44,3.6,,0.02,Female,Hispanic
5786,Rejected without Interview,493,3.22,3.6,,-0.57,Female,Hispanic
5807,Rejected without Interview,485,3.42,3.6,,-0.13,Female,Hispanic
5826,Rejected without Interview,504,3.68,3.6,,-0.1,Female,White/Caucasian
5974,Rejected without Interview,507,3.37,3.6,,0.14,Female,White/Caucasian
6133,Rejected without Interview,511,3.41,3.6,4,-0.44,Male,White/Caucasian
129,Rejected without Interview,494,3.45,3.59,3.86,0.76,Female,Hispanic
144,Rejected without Interview,498,3.21,3.59,,-1.15,Female,White/Caucasian
164,Rejected without Interview,500,3.32,3.59,,-1.49,Female,Asian
170,Rejected without Interview,505,3.55,3.59,3.83,-0.04,Male,Hispanic
245,Rejected without Interview,508,3.28,3.59,,-0.48,Male,White/Caucasian
386,Rejected without Interview,507,3.4,3.59,3.75,1.5,Male,Multiple
468,Alternate Pool/Waitlist,512,3.41,3.59,3.74,0.11,Male,Asian
547,Rejected without Interview,516,3.51,3.59,,-1.39,Male,Asian
624,Rejected without Interview,491,3.25,3.59,,-0.65,Female,White/Caucasian
694,Withdrew Application Before Interview,,3.56,3.59,,0.56,Female,White/Caucasian
720,Rejected without Interview,499,3.71,3.59,,,Male,White/Caucasian
852,Rejected without Interview,502,3.38,3.59,,,Female,White/Caucasian
995,Alternate Pool/Waitlist,503,3.54,3.59,,-1.06,Male,Hispanic
1072,Rejected without Interview,506,3.44,3.59,,0.59,Female,Asian
1395,Rejected without Interview,514,3.42,3.59,4,-0.23,Female,Asian
1456,Rejected without Interview,501,3.62,3.59,,-2.01,Female,Asian
1506,Rejected without Interview,509,3.77,3.59,,0.98,Male,White/Caucasian
1528,Rejected without Interview,511,3.41,3.59,,-0.73,Male,White/Caucasian
1809,Rejected without Interview,500,3.21,3.59,,-1.12,Female,African American
1996,Rejected without Interview,509,3.15,3.59,,0.82,Female,White/Caucasian
2029,Rejected without Interview,508,3.58,3.59,3.43,-1.34,Male,Asian
2196,Rejected without Interview,508,3.14,3.59,,-0.09,Female,White/Caucasian
2274,Withdrew Application Before Interview,506,3.38,3.59,4,-0.48,Female,White/Caucasian
2311,Rejected without Interview,505,3.53,3.59,,-0.66,Male,Asian
2480,Rejected without Interview,502,3.39,3.59,,-0.65,Male,Multiple
2567,Alternate Pool/Waitlist,516,3.47,3.59,,0.29,Female,Asian
2637,Rejected without Interview,502,3.5,3.59,3.66,-0.38,Male,African American
2695,Rejected without Interview,,3.52,3.59,,,Female,Asian
2740,Rejected without Interview,510,3.43,3.59,,-0.04,Female,Asian
3131,Offered Admissions-Matriculated,517,3.69,3.59,3.83,-0.18,Male,Asian
