gender,status,JAMP,Ethnicity,GPA_O,GPA_S,GPA_G,highest_mcat_2015,CASPer Score
Male,RB,N,Asian,3.26,3.17,0,,
Male,RB,N,White/Caucasian,3.88,3.92,1.28,508,0.4
Female,RB,N,Hispanic,2.67,2.14,0,489,0.97
Male,RB,N,Hispanic,3.41,3.27,0,509,0.01
Female,OA,Y,White/Caucasian,3.96,3.94,0,511,0.02
Female,RB,N,Asian,3.96,3.94,0,509,0.65
Female,WM,N,Unreported,3.92,3.83,0,519,1.78
Female,RB,N,Asian,3.42,3.22,0,516,0.53
Female,RB,N,Asian,3.91,3.82,0,507,1.34
Male,RB,N,White/Caucasian,3.92,3.88,0,505,
Female,RB,N,White/Caucasian,3.69,3.63,2,505,
Male,RB,N,Hispanic,3.61,3.56,3.6,504,
Female,RB,N,Asian,3.86,3.72,0,513,0.51
Female,RB,N,African American,3.6,3.53,3.08,502,
Female,WM,N,Asian,3.91,3.91,0,512,1.16
Female,RB,N,Asian,3.82,3.7,0,512,0.97
Female,RB,N,Asian,3.75,3.79,0,510,0.27
Female,RB,N,Asian,3.75,3.79,0,510,0.27
Male,RB,N,Asian,3.88,3.79,0,511,-0.51
Female,RB,N,Asian,3.97,3.97,0,501,0.33
Male,RB,N,Asian,3.8,3.84,0,512,
Female,RB,N,Asian,3.77,3.59,0,502,
Female,RB,N,Hispanic,3.34,3.14,3.89,489,
Male,RB,N,Hispanic,3.3,3.25,3.35,498,-0.36
Female,RB,N,Asian,3.83,3.63,1.33,513,-0.34
Female,RB,N,Asian,3.9,3.85,0,486,-0.91
Male,RB,N,Asian,3.46,3.46,0,517,0.76
Male,RB,N,Asian,3.78,3.71,0,511,
Female,RB,N,White/Caucasian,3.93,3.89,0,,
Male,RB,N,Asian,4,4,0,512,0.01
Female,RB,N,Hispanic,3.75,3.58,3.93,507,1.98
Female,WA,N,Unreported,4,4,0,520,1.41
Female,RB,N,Hispanic,2.47,2.18,0,495,-0.71
Female,RB,N,Hispanic,3.77,3.73,0,497,-0.65
Male,RB,N,White/Caucasian,3.99,3.97,0,519,0.27
Female,RB,N,Hispanic,3.79,3.57,0,508,-0.07
Male,RB,N,White/Caucasian,3.06,2.37,0,506,-0.28
Female,RB,N,Asian,3.44,3.02,0,506,-0.1
Male,RB,N,Asian,3.92,3.87,0,510,1.12
Male,OA,N,Asian,3.84,3.94,2.67,520,-1.06
Female,RB,N,Asian,3.6,3.55,2.41,496,
Male,RB,N,Asian,3.72,3.7,3.99,520,-0.16
Female,RB,N,White/Caucasian,4,4,0,508,
Male,RB,N,Hispanic,3.35,3.13,0,509,-0.31
Female,RB,N,Hispanic,3.8,3.71,0,507,
Female,RB,N,Hispanic,3.62,3.33,0,500,-1.11
Male,RB,N,Hispanic,3.77,3.8,0,492,-1.7
Male,RB,N,Hispanic,3.77,3.8,0,492,-1.7
Female,RB,N,White/Caucasian,3.21,3.08,3.68,498,0.2
Male,RB,N,Asian,3.38,3,0,501,-0.01
Female,RB,N,Asian,3.95,3.86,0,504,0.73
Female,RB,N,Asian,3.95,3.96,0,507,-0.42
Male,RB,N,Asian,3.53,3.48,0,496,-0.05
Female,RB,N,Asian,4,4,0,511,0.08
Male,OA,N,Hispanic,4,4,0,516,-0.89
Female,RB,N,White/Caucasian,3.61,3.37,3.86,497,
Female,RB,N,Hispanic,3.13,3.66,0,507,-2.94
Male,RB,N,Hispanic,3.98,3.97,0,507,-0.8
Female,RB,N,White/Caucasian,4,4,0,510,
Male,RB,N,White/Caucasian,3.25,3.02,3.02,508,
Male,RB,N,Asian,3.87,3.82,0,505,-0.19
Male,RB,N,White/Caucasian,2.92,2.79,0,500,-0.54
Male,RB,N,African American,2.97,2.94,0,,
Female,RB,N,Hispanic,3.65,3.18,0,506,1.33
Female,RB,N,Hispanic,3.52,3.61,0,506,
Male,RB,N,African American,3.09,3.04,3.35,,
Male,RB,N,Hispanic,3.68,3.46,0,501,-1.96
Female,RB,N,Hispanic,3.6,3.44,0,506,
Male,RB,N,White/Caucasian,3.13,3.15,3.83,517,-1.31
Female,RB,N,White/Caucasian,3.71,3.77,0,498,
Female,RB,N,Hispanic,3.54,3.35,0,497,-0.66
Male,RB,N,White/Caucasian,3.04,2.51,0,499,0.15
Female,RB,N,Hispanic,3.54,3.36,0,505,
Female,RB,N,White/Caucasian,3.96,3.9,0,509,
Female,RB,N,White/Caucasian,3.46,3.3,0,493,
Male,RB,N,White/Caucasian,3.76,3.66,0,508,-0.37
Male,RB,N,Hispanic,3.74,3.38,0,,
Male,RB,N,White/Caucasian,3.46,3.33,0,513,0.68
Female,WM,N,Hispanic,3.66,3.53,0,516,0.69
Female,RB,N,Hispanic,3.13,3.1,0,498,0.06
Female,RB,N,Hispanic,3.31,3.02,3.37,502,-1.59
Male,OA,N,Hispanic,4,4,0,516,
Female,RB,N,Hispanic,3.8,3.71,0,495,
Female,RB,N,Hispanic,3.41,2.8,4,502,1.5
Female,RB,N,Hispanic,3.82,3.7,0,490,-0.46
Male,RB,N,Hispanic,3.24,2.91,0,500,
Male,RB,N,Hispanic,3.51,3.59,0,502,
Female,WI,N,Hispanic,4,4,0,509,-0.28
Male,WM,N,Hispanic,3.88,3.92,0,512,
Male,RB,N,Hispanic,2.8,2.69,0,501,
Male,RB,N,Hispanic,3.76,3.59,0,502,
Male,RB,N,Hispanic,3.59,3.54,0,503,-1.06
Male,RB,N,Hispanic,3.98,3.94,0,495,
Female,RB,N,Asian,3.69,3.59,3,510,0.8
Female,RB,N,Hispanic,3.11,2.86,0,504,0.15
Male,WB,N,Hispanic,3.27,3.03,4,514,-1.5
Female,WM,N,Hispanic,3.61,3.45,0,516,0.87
Female,RB,N,African American,3.62,3.34,0,511,2.04
Female,RB,N,White/Caucasian,4,4,0,512,1.59
Female,RB,N,Asian,3.95,3.96,0,500,
Male,RB,N,White/Caucasian,3.94,3.89,0,514,-0.6
Female,RAI,N,White/Caucasian,4,4,0,511,-0.16
Female,RB,N,White/Caucasian,3.71,3.64,0,508,1.08
Male,WB,N,White/Caucasian,3.73,3.64,0,508,
Female,RB,N,White/Caucasian,3.2,2.99,3,505,-0.96
Female,RB,N,African American,4,4,4,,
Female,RB,N,Hispanic,3.07,1.66,3.85,480,0.97
Male,RB,N,Hispanic,3.8,3.78,0,505,
Female,RB,N,Hispanic,3.73,3.71,0,499,-1.05
Female,RB,N,Asian,3.56,3.26,0,504,0.6
Female,RB,N,Asian,3.08,2.57,3.75,492,1.08
Male,RB,N,Asian,3.97,4,0,519,-0.07
Male,RB,N,Asian,3.89,4,0,510,0.59
Female,RB,N,African American,2.79,2.47,0,483,-0.06
Female,RB,N,White/Caucasian,3.7,3.49,0,510,0.3
Female,RB,N,Asian,3.53,3.18,0,512,0.37
Male,RB,N,Asian,3.53,3.29,0,,
Female,RB,N,Asian,3.76,3.54,0,507,-0.4
Female,RB,N,Asian,3.78,3.66,0,498,
Male,RB,N,Asian,3.84,3.78,0,514,
Male,RB,N,Asian,3.49,3.22,3.85,510,0.36
Female,RB,N,Asian,3.19,3.03,4,505,-0.59
Female,RB,N,Unreported,3.75,3.58,0,500,
Female,RB,N,White/Caucasian,3.61,3.45,0,506,
Male,RB,N,Asian,3.6,3.49,0,512,-0.85
Female,RB,N,White/Caucasian,3.94,3.91,0,499,
Female,RB,N,Asian,3.73,3.71,0,496,
Female,RB,N,White/Caucasian,3.6,3.32,0,498,-1.53
Female,RB,N,Hispanic,3.01,3.01,0,,
Female,RB,N,White/Caucasian,3.81,3.62,0,513,-0.99
Female,RB,N,African American,3.49,3.51,0,,
Female,RB,N,White/Caucasian,3.28,3.27,4,513,-2.19
Male,RB,N,White/Caucasian,2.89,2.7,0,,
Male,RB,N,Asian,3.52,3.14,2.4,505,1.64
Female,RB,N,Asian,2.89,2.4,3.57,486,-2.32
Female,RB,N,Asian,3.26,2.77,0,501,
Female,RB,N,White/Caucasian,3.81,3.67,0,509,-0.15
Female,RB,N,Hispanic,3.93,3.89,0,509,-0.52
Female,RB,N,Hispanic,4,4,0,506,0.12
Female,RAI,N,White/Caucasian,3.85,3.7,0,515,0.49
Female,RB,N,White/Caucasian,3.95,3.92,0,507,0.11
Female,RB,N,Multiple,3.43,3.19,0,504,0.04
Male,RB,N,White/Caucasian,3.39,3.1,0,516,
Female,RB,N,White/Caucasian,3.62,3.52,0,,
Male,RB,N,White/Caucasian,3.87,3.8,0,522,-0.37
Male,RB,N,White/Caucasian,3.73,3.77,0,501,
Male,RB,N,White/Caucasian,3.67,3.59,0,510,-0.19
Male,RB,N,White/Caucasian,3.62,3.59,3.5,506,0.51
Male,RB,N,White/Caucasian,3.34,3.28,0,512,-0.66
Male,RB,N,White/Caucasian,3.74,3.57,0,513,-0.15
Female,RB,N,White/Caucasian,3.9,3.83,0,506,0.54
Female,RB,N,American Indian,3.54,3.47,0,492,-0.06
Male,RB,N,African American,3.85,3.83,0,506,-1.84
Male,RB,N,Hispanic,3.34,3.1,0,503,0.99
Female,WI,N,White/Caucasian,4,4,0,519,0.39
Female,RAI,N,White/Caucasian,4,4,0,517,0.58
Male,RB,N,Asian,3.93,4,0,515,0.91
Female,RB,N,White/Caucasian,3.67,3.53,0,506,-0.04
Female,RB,N,African American,3.65,3.76,0,498,
Female,RB,N,African American,3.22,3.04,3.39,,
Male,RB,N,African American,3.96,4,0,508,
Female,RB,N,White/Caucasian,3.95,3.92,0,503,-0.4
Female,WM,N,White/Caucasian,3.79,3.67,0,516,1.73
Male,RB,N,White/Caucasian,3.95,3.87,0,514,-0.25
Female,RB,N,White/Caucasian,3.69,3.51,3.91,508,1.11
Female,RB,N,White/Caucasian,3.98,3.96,4,507,0.33
Male,RB,N,White/Caucasian,3.72,3.47,0,514,0.33
Female,RB,N,White/Caucasian,3.88,3.84,3.88,497,-1.47
Male,RB,N,White/Caucasian,3.8,3.69,0,495,-0.16
Male,RB,N,White/Caucasian,3.91,3.89,0,501,
Female,WB,N,Multiple,3.71,3.63,4,507,
Male,RB,N,White/Caucasian,3.89,3.84,0,510,0.69
Male,RB,N,White/Caucasian,3.06,2.84,3.54,504,
Female,RB,N,Hispanic,3.5,3.36,0,497,-0.72
Female,RB,N,White/Caucasian,3.62,3.41,0,504,-0.46
Female,RB,N,White/Caucasian,3.57,3.25,0,496,1.25
Female,RB,N,White/Caucasian,3.71,3.44,0,503,0.68
Female,RB,N,African American,3.17,2.89,0,482,-1.26
Female,RB,N,African American,3.73,3.62,0,495,-0.49
Female,RB,N,Hispanic,3.64,3.23,0,508,-0.38
Female,DF,N,White/Caucasian,3.94,3.87,0,514,
Female,RB,N,Multiple,3.61,3.59,4,511,1.84
Female,RB,N,White/Caucasian,3.63,3.48,0,512,-0.57
Female,RB,N,African American,3.66,3.41,4,504,0.75
Female,RB,N,White/Caucasian,3.3,3.04,3.83,500,-0.61
Male,RB,N,White/Caucasian,4,4,4,503,
Male,RB,N,Hispanic,3.42,3.4,4,519,0.06
Male,WM,N,White/Caucasian,4,4,0,519,0.45
Female,RB,N,White/Caucasian,3.73,3.48,0,509,-0.55
Female,RB,N,White/Caucasian,3.58,3.32,0,490,
Female,RB,N,White/Caucasian,2.53,2.58,0,485,0.38
Female,WM,N,Multiple,3.87,3.84,0,517,0.31
Male,RB,N,White/Caucasian,3.79,3.63,0,505,0.05
Male,RAI,N,White/Caucasian,3.83,3.7,0,515,-1.1
Female,WM,N,Hispanic,3.76,3.64,0,521,1.12
Female,RB,N,White/Caucasian,3.89,3.79,0,516,-0.67
Female,RB,N,White/Caucasian,3.89,3.79,0,516,-0.67
Male,RB,N,White/Caucasian,3.52,3.37,1.96,503,-0.14
Female,RB,N,White/Caucasian,3.42,3.14,0,506,-1.32
Female,RB,N,Hispanic,3.1,3.14,0,505,-0.75
Female,RB,N,White/Caucasian,3.76,3.68,0,505,
Male,RB,N,White/Caucasian,3.56,3.41,0,512,-0.69
Female,RB,N,White/Caucasian,3.85,3.73,0,503,-0.1
Male,RB,N,White/Caucasian,3.4,3.4,0,,
Male,RB,N,African American,3.24,3.35,3.67,506,
Male,WI,N,Hispanic,3.59,3.61,3.84,511,0.61
Male,RB,N,White/Caucasian,3.75,3.58,0,507,
Female,RB,N,White/Caucasian,3.49,3.39,0,494,
Female,WM,N,Hispanic,4,4,0,513,0.19
Female,WB,N,White/Caucasian,3.6,3.44,3.88,506,0.33
Female,RB,N,Asian,3.64,3.64,0,502,-0.95
Female,RB,N,Hispanic,3.92,3.93,0,502,2.71
Female,RB,N,White/Caucasian,3.85,3.62,0,503,0.33
Male,RB,N,Multiple,3.45,3.42,0,510,
Female,RB,N,White/Caucasian,3.97,3.95,0,510,1.31
Male,RAI,N,White/Caucasian,4,4,0,519,0.53
Male,OA,N,White/Caucasian,3.97,3.93,0,526,0.31
Female,RB,N,Hispanic,3.46,3.1,3.54,504,-0.88
Female,OA,N,White/Caucasian,3.86,3.89,0,519,0.39
Female,RB,N,Hispanic,3.8,3.6,4,506,1.47
Female,RB,N,White/Caucasian,3.89,3.79,0,500,
Female,WB,N,White/Caucasian,3.59,3.56,0,,
Male,RB,N,African American,3.47,3.35,0,,
Male,RB,N,White/Caucasian,2.24,3.08,0,503,
Male,RB,N,Hispanic,2.15,1.62,0,483,
Female,RB,N,Hispanic,3.26,3.11,0,513,0.83
Male,RB,N,White/Caucasian,3.59,3.42,0,498,
Male,RB,N,Hispanic,3.13,3.07,3.75,507,
Male,RB,N,Hispanic,2.79,2.43,0,489,0.08
Male,RB,N,White/Caucasian,3.94,3.88,3.2,509,-0.43
Female,RB,N,White/Caucasian,3.92,3.82,0,503,-0.62
Female,WA,N,Unreported,3.97,3.95,0,518,0.59
Male,RB,N,Asian,3.85,3.79,0,511,
Female,RB,N,White/Caucasian,3.9,3.81,0,509,0.26
Male,RB,N,Asian,3.39,3.3,1.6,504,0.92
Female,RB,N,Hispanic,3.95,3.89,4,494,1.11
Female,WM,Y,Hispanic,3.79,3.79,0,505,-1.99
Female,WA,N,Asian,4,4,3.2,523,
Male,RB,N,Hispanic,3.86,3.83,0,501,-2.25
Female,RB,N,White/Caucasian,3.85,3.73,0,507,0.78
Male,RB,N,Hispanic,3.42,3.4,2,507,-0.84
Male,RB,N,Asian,3.63,3.6,0,517,0.36
Male,RB,N,Asian,3.61,3.43,0,513,
Male,RB,N,Asian,3.94,3.91,0,514,0.36
Female,RB,N,Asian,3.64,3.38,2,494,
Male,RB,N,White/Caucasian,3.99,3.99,0,511,-1.14
Female,RB,N,Hispanic,3.7,3.61,3.75,489,
Male,RB,N,Hispanic,3.58,3.77,0,506,-0.21
Male,RB,N,Hispanic,3.36,3.15,0,487,-1.93
Male,RB,N,Asian,4,4,0,504,0.16
Female,RB,N,Asian,3.59,3.43,0,510,-0.04
Female,WM,Y,Hispanic,3.98,3.94,0,509,-1.66
Female,WM,Y,Hispanic,3.88,3.79,0,507,1.33
Female,RB,N,Hispanic,3.14,3.15,3.5,506,0.4
Female,RB,N,Asian,3.87,3.82,0,506,-0.95
Male,RB,N,Hispanic,3.75,3.77,0,498,-1.49
Male,WA,N,Asian,4,4,0,521,0.72
Male,RB,N,Hispanic,2.77,2.59,0,488,
Male,RB,N,Asian,3.78,3.77,0,497,
Male,WM,N,White/Caucasian,3.97,4,0,518,-0.27
Male,RB,N,White/Caucasian,3.98,3.95,0,513,-0.29
Male,OW,N,White/Caucasian,3.95,3.91,0,517,1.66
Male,OW,N,White/Caucasian,3.95,3.91,0,517,1.66
Male,RB,N,White/Caucasian,3.78,3.67,0,510,-1.24
Male,RB,N,White/Caucasian,3.34,3.25,0,513,0.28
Male,RB,N,Hispanic,3.67,3.62,0,500,1.3
Female,RB,N,Hispanic,3.91,3.86,0,502,0.35
Female,RB,N,Hispanic,3.15,2.76,0,492,
Male,RB,N,Asian,3.83,3.75,0,512,-0.68
Female,RB,N,African American,3.67,3.49,0,504,-0.83
Male,RB,N,White/Caucasian,3.9,3.91,0,508,-0.84
Female,RB,N,White/Caucasian,3.57,3.46,0,504,1.62
Female,RB,N,White/Caucasian,3.89,3.87,0,502,0.24
Male,RB,N,White/Caucasian,3.77,3.63,0,507,-1.14
Female,RB,N,Asian,3.36,2.97,3.57,496,
Male,WA,N,White/Caucasian,4,4,0,525,1.3
Male,RB,N,Multiple,3.9,3.93,0,508,0.19
Female,RAI,N,White/Caucasian,3.76,3.57,0,513,-0.88
Male,RB,N,White/Caucasian,3.65,3.52,0,507,-0.66
Male,WM,N,White/Caucasian,4,4,0,516,-0.19
Male,WM,N,White/Caucasian,3.85,3.81,0,520,0.36
Female,RB,N,African American,3.59,3.45,0,501,0.37
Female,RB,N,White/Caucasian,3.43,4,0,514,0.9
Female,RB,N,Hispanic,3.44,3.19,4,503,-0.1
Male,RB,N,Hispanic,3.67,3.56,0,496,
Female,RB,N,White/Caucasian,3.75,3.63,3.31,500,0.1
Female,RB,N,White/Caucasian,3.78,3.59,0,508,-0.85
Female,RB,N,Multiple,3.18,2.9,0,485,-1.52
Male,RB,N,White/Caucasian,3.56,3.66,0,508,-1.84
Male,RB,N,Unreported,3.23,3.3,4,519,-1.36
Female,WB,N,White/Caucasian,3.94,3.88,0,512,0.36
Female,RB,N,Unreported,3.85,3.78,0,493,-1.44
Female,RB,N,White/Caucasian,3.65,3.33,0,,
Female,RB,N,Hispanic,3.11,3.54,0,,
Female,RB,N,White/Caucasian,3.88,3.86,0,509,
Male,RB,N,White/Caucasian,3.24,2.86,0,496,
Female,RB,N,White/Caucasian,4,4,0,504,-0.44
Female,WB,N,African American,2.76,2.62,3.62,,
Female,WA,N,White/Caucasian,3.97,4,0,518,0.26
Female,RB,N,White/Caucasian,3.85,3.78,0,510,0.75
Male,RB,N,Multiple,3.8,3.79,0,507,0.01
Female,RB,N,White/Caucasian,3.32,2.92,3.06,495,
Male,RB,N,White/Caucasian,3.46,3.18,4,499,-0.72
Female,OA,N,Hispanic,4,4,0,512,1.19
Male,WA,N,Asian,3.88,3.92,0,520,-1.49
Male,RB,N,Hispanic,2.83,3.28,4,506,
Female,RB,N,Hispanic,3.31,3,0,494,0.06
Female,RB,N,Asian,3.81,3.77,0,510,-0.03
Female,RB,N,Asian,3.74,3.68,0,515,0.81
Male,RB,N,Asian,3.55,3.17,0,505,0.18
Female,RB,N,Asian,3.6,3.47,3.92,508,0.12
Female,RB,N,Hispanic,3.23,3.06,3.15,487,-1.11
Female,RAI,N,White/Caucasian,4,4,0,513,0.14
Female,RB,N,White/Caucasian,2.82,2.74,3.38,499,0.28
Male,RB,N,White/Caucasian,3.45,3.35,0,495,-0.41
Female,RB,N,White/Caucasian,3.84,3.84,0,503,-0.49
Female,RB,N,White/Caucasian,3.63,3.36,0,503,0.1
Male,RB,N,White/Caucasian,3.32,3.13,0,500,-1.15
Female,RB,N,White/Caucasian,3.83,3.71,0,512,0.78
Female,RB,N,African American,3.82,3.77,0,504,
Female,RB,N,White/Caucasian,3.91,3.86,0,511,
Male,RB,N,African American,2.75,2.82,3.57,502,-0.13
Male,RB,N,African American,3.44,3.18,3.89,507,0.98
Male,RB,N,Hispanic,3.29,3.14,0,496,
Female,RB,N,Asian,3.84,3.71,0,512,0.76
Male,RB,N,Asian,3.94,3.92,0,509,-0.34
Male,RB,N,White/Caucasian,3.91,3.9,4,506,0.09
Male,RB,N,White/Caucasian,3.98,3.97,0,511,
Male,RB,N,Multiple,3.59,3.4,3.75,507,1.5
Male,WM,N,Asian,3.97,3.94,0,521,1.17
Male,RB,N,White/Caucasian,3.54,3.29,0,511,-1.15
Female,RB,N,Unreported,3.71,3.51,0,511,1.87
Male,RB,N,African American,3.1,2.71,3.42,492,-2.29
Female,RB,N,Asian,3.83,3.8,0,504,-1.4
Male,RB,N,Asian,3.92,3.87,0,512,0.8
Male,WM,Y,White/Caucasian,3.85,3.75,0,505,-1.33
Female,RB,N,Asian,3.76,3.63,0,503,1.16
Female,RB,N,Hispanic,3.66,3.54,0,501,
Male,RB,N,Hispanic,3.37,3.25,0,510,1.79
Male,RB,N,Unreported,3.88,3.84,0,513,-0.59
Female,RB,N,Asian,3.73,3.59,0,516,0.35
Male,RB,N,Hispanic,3.89,3.94,0,505,-0.94
Male,RB,N,Hispanic,3.79,3.72,0,499,
Female,RB,N,Hispanic,3.65,3.37,0,504,0.13
Male,RB,N,Hispanic,3.66,3.55,4,498,-1.73
Female,RB,N,White/Caucasian,3.69,3.53,4,513,0.97
Female,OA,N,Asian,4,4,0,516,-0.57
Female,RB,N,Asian,3.62,3.54,0,494,-0.29
Female,RB,N,White/Caucasian,3.95,3.89,0,500,1.27
Male,RB,N,Asian,3.36,3.29,0,511,-0.52
Female,RB,N,White/Caucasian,3.47,3.1,0,499,
Female,RB,N,Asian,3.34,3.17,0,508,
Male,RB,N,Hispanic,3.12,2.88,0,509,
Male,RB,N,White/Caucasian,3.86,3.98,0,507,0.09
Female,RB,N,Hispanic,3.34,3.26,3.65,488,
Male,RB,N,Hispanic,3.19,3.07,0,503,
Female,RB,N,Hispanic,3.28,2.85,0,493,-0.94
Female,RB,N,Hispanic,3.6,3.42,0,485,
Female,OA,N,Hispanic,3.61,3.42,0,518,-0.21
Female,WM,N,White/Caucasian,3.93,4,0,517,-0.29
Female,RB,N,African American,3.01,2.73,2.41,495,-0.13
Female,RB,N,Asian,3.28,3.19,0,494,
Male,RB,N,White/Caucasian,3.95,3.91,0,514,0.44
Male,RB,N,Hispanic,3.55,3.34,0,510,-1.17
Female,RB,N,White/Caucasian,3.97,3.97,0,509,
Female,RB,N,African American,3.37,3.09,0,508,1.51
Male,WI,N,White/Caucasian,4,4,0,521,1.08
Male,WM,N,White/Caucasian,4,4,0,522,-0.35
Female,RB,N,Multiple,3.16,3.07,0,499,0.57
Male,RB,N,White/Caucasian,3.86,3.84,0,515,0.61
Male,RB,N,White/Caucasian,3.38,3.24,0,499,
Male,RB,N,White/Caucasian,3.51,3.48,0,506,-1.62
Male,RB,N,White/Caucasian,3.85,3.78,0,510,
Female,RB,N,Unreported,3.87,3.79,0,509,-0.6
Female,RB,N,African American,3.85,3.72,4,501,
Male,WA,N,Asian,4,4,1.33,524,0.78
Female,RB,N,Asian,2.99,2.49,0,,
Female,RAI,N,White/Caucasian,3.86,3.83,0,517,1.26
Female,RB,N,Hispanic,3.89,3.83,0,497,-1.1
Female,RB,N,White/Caucasian,3.81,3.63,0,508,-1.58
Male,RB,N,White/Caucasian,3.57,3.24,0,,
Male,RB,N,Hispanic,3.39,3.47,0,496,-1.24
Male,RB,N,Hispanic,3.38,3.21,0,493,
Female,RB,N,Hispanic,3.65,3.46,3.5,493,-1.42
Male,RB,N,Hispanic,3.68,3.64,0,501,-1.95
Female,WB,N,White/Caucasian,3.92,3.92,0,517,0.53
Female,RB,N,Hispanic,4,4,0,506,
Female,OA,N,Hispanic,3.72,3.64,0,510,0.82
Female,RB,N,Hispanic,3.12,2.81,0,484,
Female,RB,N,Hispanic,3.41,3.07,0,498,0.42
Male,RB,N,African American,3.59,3.58,0,502,-0.58
Female,WM,Y,White/Caucasian,3.85,3.65,0,510,0.11
Female,RB,N,Asian,3.34,3.34,0,505,-1.02
Female,RB,N,White/Caucasian,3.07,2.71,3.2,491,1.12
Female,RB,N,White/Caucasian,3.67,3.44,0,507,
Female,RB,N,African American,3.07,2.97,0,501,0.75
Male,RB,N,White/Caucasian,3.58,3.38,4,506,0.34
Female,RB,N,White/Caucasian,3.53,3.2,3.86,508,
Female,RB,N,White/Caucasian,3.84,3.75,0,509,0.51
Female,WM,Y,White/Caucasian,3.97,3.96,0,521,-0.73
Male,RB,N,White/Caucasian,3.62,3.55,0,500,-1.22
Female,RB,N,White/Caucasian,3.73,3.61,3.93,501,-0.02
Female,RB,N,White/Caucasian,3.9,3.81,0,508,
Female,RB,N,White/Caucasian,3.9,3.75,0,501,0.37
Male,RB,N,White/Caucasian,3.18,3,3.87,511,0.2
Female,RB,N,Hispanic,3.89,3.83,0,507,-1.18
Female,RB,N,Unreported,4,4,0,508,0.58
Male,WM,Y,Hispanic,4,4,0,505,-0.73
Female,RB,N,Hispanic,3.88,3.86,0,500,0.85
Male,WM,N,White/Caucasian,3.97,3.94,0,516,0.51
Male,RB,N,Asian,3.97,3.97,0,508,-0.98
Male,RAI,N,Asian,3.77,3.7,0,518,1.92
Male,OA,N,Asian,3.77,3.77,0,524,1.14
Male,RB,N,White/Caucasian,4,4,0,501,
Male,RB,N,White/Caucasian,3.48,3.62,0,508,-1.54
Female,RB,N,White/Caucasian,3.83,3.72,0,497,0.21
Female,RB,N,White/Caucasian,3.81,3.75,0,509,-0.95
Female,RB,N,White/Caucasian,3.77,3.68,0,507,0.27
Male,RB,N,White/Caucasian,3.89,3.84,4,516,
Female,WB,N,Multiple,3.97,4,0,514,
Female,RB,N,African American,3.69,3.39,0,,
Female,RB,N,Hispanic,3.96,3.93,0,506,1.43
Female,RB,N,African American,2.63,2.27,0,500,-0.09
Male,OA,Y,African American,3.94,3.89,0,507,-0.51
Female,RB,N,Hispanic,3.32,3.03,2,498,-0.1
Female,RB,N,African American,3.82,3.71,0,490,
Female,RB,N,African American,3.64,3.55,0,505,0.17
Female,RB,N,White/Caucasian,3.73,3.56,0,491,-0.13
Male,OA,N,Asian,4,4,0,524,-0.59
Female,RB,N,Asian,3.96,3.93,0,511,-0.48
Male,RB,N,Asian,3.1,2.75,3.65,,
Female,RB,N,White/Caucasian,3.89,3.86,2.4,500,
Male,RB,N,White/Caucasian,3.95,3.98,0,517,-0.67
Female,RB,N,Hispanic,3.82,3.65,0,508,
Female,RB,N,Hispanic,3.53,3.44,0,509,-1.35
Female,RB,N,Asian,3.02,2.82,0,513,0.44
Male,RB,N,Asian,3.96,3.94,1.27,511,
Female,RAI,N,Hispanic,3.94,3.88,0,512,-1.48
Female,RB,N,White/Caucasian,3.75,3.52,4,507,0.47
Female,WB,N,Asian,3.77,3.56,0,521,0.44
Male,RB,N,Multiple,3.68,3.58,0,511,
Male,RB,N,Hispanic,2.94,2.36,4,481,
Male,RB,N,Asian,3.88,4,0,513,
Female,RB,N,Hispanic,3.2,2.6,0,497,-1.01
Female,WI,N,Unreported,3.82,3.72,0,517,1.35
Female,RB,N,African American,3.96,4,0,497,
Male,RB,N,Hispanic,2.84,3.09,0,485,
Female,WM,N,Hispanic,4,4,4,513,-0.99
Female,RB,N,Hispanic,3.6,3.42,0,506,
Female,RB,N,Asian,3.44,3.4,0,500,
Female,RB,N,White/Caucasian,3.67,3.45,0,505,0.27
Female,RB,N,Asian,3.78,3.72,2.67,507,0.02
Male,WM,N,White/Caucasian,3.89,3.93,0,518,0.74
Female,RB,N,White/Caucasian,3.78,3.55,0,499,0.24
Male,RB,N,Hispanic,3.38,3.33,0,510,-1.69
Male,RB,N,White/Caucasian,3.95,3.93,0,512,-1.23
Female,RB,N,White/Caucasian,3.76,3.71,0,506,-1.17
Male,RB,N,White/Caucasian,3.94,3.91,0,512,0.44
Female,RB,N,White/Caucasian,3.58,3.55,0,514,1.37
Female,RB,N,African American,3.41,3.27,0,494,
Female,RB,N,Asian,3.76,3.69,3.92,505,
Female,RB,N,White/Caucasian,3.88,3.83,0,,
Male,RB,N,White/Caucasian,4,4,0,513,0.88
Male,RB,N,White/Caucasian,3.04,2.73,0,497,-0.58
Female,RB,N,White/Caucasian,3.4,3.25,0,491,
Male,RB,N,White/Caucasian,3.71,3.6,0,512,-0.94
Male,WA,N,African American,3.72,3.64,3.94,507,-2.2
Female,RAI,N,Unreported,3.98,3.97,0,524,-1.46
Male,RB,N,Hispanic,3.53,3.52,0,501,0.53
Female,WM,N,White/Caucasian,3.76,3.59,0,518,0.5
Male,WM,N,Asian,4,4,0,522,1.16
Male,RB,N,African American,3.76,3.67,0,504,-2.37
Male,RB,N,White/Caucasian,3.85,3.78,0,513,0.29
